identifier,ability,abilityOperator,abilityText,abilityUnit,enhanceValues,h
rune_ability_2923_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.013|0.017|0.02,
rune_ability_2923_1,dragonRageGenerationModifier,+,Rage Generation,%,0.021|0.027|0.027|0.027,
rune_ability_2924_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2924_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2925_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2925_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2926_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2926_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2927_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2927_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2928_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2928_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2929_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2929_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2930_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2930_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2931_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2931_1,dragonRageGenerationModifier,+,Rage Generation,%,0.027|0.033|0.039|0.039|0.039,
rune_ability_2932_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2932_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2933_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2933_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2934_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2934_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2935_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2935_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2936_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2936_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2937_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2937_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2938_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2938_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2939_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2939_1,dragonRageGenerationModifier,+,Rage Generation,%,0.027|0.033|0.039|0.039|0.039,
rune_ability_2940_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2940_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2941_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2941_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2942_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2942_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2943_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2943_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2944_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2944_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2945_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2945_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2946_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2946_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.017|0.021|0.025|0.025|0.025,
rune_ability_2947_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.01|0.015|0.02|0.025|0.03,
rune_ability_2947_1,dragonRageGenerationModifier,+,Rage Generation,%,0.027|0.033|0.039|0.039|0.039,
rune_ability_2948_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2948_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2949_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2949_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2950_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2950_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2951_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2951_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2952_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2952_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2953_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2953_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2954_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2954_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2955_0,dragonClassHPModifier_warrior,+,Increase Warrior HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2955_1,dragonRageGenerationModifier,+,Rage Generation,%,0.036|0.042|0.048|0.054|0.054|0.054,
rune_ability_2956_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2956_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2957_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2957_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2958_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2958_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2959_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2959_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2960_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2960_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2961_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2961_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2962_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2962_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2963_0,dragonClassHPModifier_hunter,+,Increase Hunter HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2963_1,dragonRageGenerationModifier,+,Rage Generation,%,0.036|0.042|0.048|0.054|0.054|0.054,
rune_ability_2964_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2964_1,resistAbilityIncreaseModifierKeyFormat_archer,+,Increase Archer Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2965_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2965_1,resistAbilityIncreaseModifierKeyFormat_cannon,+,Increase Cannon Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2966_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2966_1,resistAbilityIncreaseModifierKeyFormat_fire,+,Increase Fire Turret Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2967_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2967_1,resistAbilityIncreaseModifierKeyFormat_ice,+,Increase Ice Turret Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2968_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2968_1,resistAbilityIncreaseModifierKeyFormat_flak,+,Increase Dark Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2969_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2969_1,resistAbilityIncreaseModifierKeyFormat_fireFlak,+,Increase Fire Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2970_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2970_1,resistAbilityIncreaseModifierKeyFormat_iceFlak,+,Increase Ice Flak Tower Resist,%,0.023|0.027|0.03|0.034|0.034|0.034,
rune_ability_2971_0,dragonClassHPModifier_sorcerer,+,Increase Sorcerer HP,%,0.03|0.034|0.038|0.042|0.046|0.05,
rune_ability_2971_1,dragonRageGenerationModifier,+,Rage Generation,%,0.036|0.042|0.048|0.054|0.054|0.054,
rune_ability_2972_0,buildingHPModifier_archerTower,+,Increase Archer Tower HP,%,0.005|0.01,
rune_ability_2973_0,buildingHPModifier_cannonTower,+,Increase Cannon Tower HP,%,0.005|0.01,
rune_ability_2974_0,buildingHPModifier_stormTower,+,Increase Storm Tower HP,%,0.005|0.01,
rune_ability_2975_0,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.005|0.01,
rune_ability_2976_0,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.005|0.01,
rune_ability_2977_0,buildingHPModifier_trebuchet,+,Increase Trebuchet Tower HP,%,0.005|0.01,
rune_ability_2978_0,buildingHPModifier_lightningTower,+,Increase Lightning Tower HP,%,0.005|0.01,
rune_ability_2979_0,buildingHPModifier_elementalFlakDark,+,Increase Dark Flak Tower HP,%,0.005|0.01,
rune_ability_2980_0,buildingHPModifier_fireTurret,+,Increase Fire Turret HP,%,0.005|0.01,
rune_ability_2981_0,buildingHPModifier_iceTurret,+,Increase Ice Turret HP,%,0.005|0.01,
rune_ability_2982_0,buildingHPModifier_elementalFlakFire,+,Increase Fire Flak Tower HP,%,0.005|0.01,
rune_ability_2983_0,buildingHPModifier_elementalFlakIce,+,Increase Ice Flak Tower HP,%,0.005|0.01,
rune_ability_2984_0,buildingAttackModifier_archerTower,+,Increase Archer Tower Attack,%,0.005|0.01,
rune_ability_2985_0,buildingAttackModifier_cannonTower,+,Increase Cannon Tower Attack,%,0.005|0.01,
rune_ability_2986_0,buildingAttackModifier_stormTower,+,Increase Storm Tower Attack,%,0.005|0.01,
rune_ability_2987_0,buildingAttackModifier_trebuchet,+,Increase Trebuchet Tower Attack,%,0.005|0.01,
rune_ability_2988_0,buildingAttackModifier_lightningTower,+,Increase Lightning Tower Attack,%,0.005|0.01,
rune_ability_2989_0,buildingAttackModifier_elementalFlakDark,+,Increase Dark Flak Tower Attack,%,0.005|0.01,
rune_ability_2990_0,buildingAttackModifier_fireTurret,+,Increase Fire Turret Attack,%,0.005|0.01,
rune_ability_2991_0,buildingAttackModifier_iceTurret,+,Increase Ice Turret Attack,%,0.005|0.01,
rune_ability_2992_0,buildingAttackModifier_elementalFlakFire,+,Increase Fire Flak Tower Attack,%,0.005|0.01,
rune_ability_2993_0,buildingAttackModifier_elementalFlakIce,+,Increase Ice Flak Tower Attack,%,0.005|0.01,
rune_ability_2994_0,buildingHPModifier_archerTower,+,Increase Archer Tower HP,%,0.005|0.009|0.0125,
rune_ability_2995_0,buildingHPModifier_cannonTower,+,Increase Cannon Tower HP,%,0.005|0.009|0.0125,
rune_ability_2996_0,buildingHPModifier_stormTower,+,Increase Storm Tower HP,%,0.005|0.009|0.0125,
rune_ability_2997_0,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.005|0.009|0.0125,
rune_ability_2998_0,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.005|0.009|0.0125,
rune_ability_2999_0,buildingHPModifier_trebuchet,+,Increase Trebuchet Tower HP,%,0.005|0.009|0.0125,
rune_ability_3000_0,buildingHPModifier_lightningTower,+,Increase Lightning Tower HP,%,0.005|0.009|0.0125,
rune_ability_3001_0,buildingHPModifier_elementalFlakDark,+,Increase Dark Flak Tower HP,%,0.005|0.009|0.0125,
rune_ability_3002_0,buildingHPModifier_fireTurret,+,Increase Fire Turret HP,%,0.005|0.009|0.0125,
rune_ability_3003_0,buildingHPModifier_iceTurret,+,Increase Ice Turret HP,%,0.005|0.009|0.0125,
rune_ability_3004_0,buildingHPModifier_elementalFlakFire,+,Increase Fire Flak Tower HP,%,0.005|0.009|0.0125,
rune_ability_3005_0,buildingHPModifier_elementalFlakIce,+,Increase Ice Flak Tower HP,%,0.005|0.009|0.0125,
rune_ability_3006_0,buildingAttackModifier_archerTower,+,Increase Archer Tower Attack,%,0.005|0.009|0.0125,
rune_ability_3007_0,buildingAttackModifier_cannonTower,+,Increase Cannon Tower Attack,%,0.005|0.009|0.0125,
rune_ability_3008_0,buildingAttackModifier_stormTower,+,Increase Storm Tower Attack,%,0.005|0.009|0.0125,
rune_ability_3009_0,buildingAttackModifier_trebuchet,+,Increase Trebuchet Tower Attack,%,0.005|0.009|0.0125,
rune_ability_3010_0,buildingAttackModifier_lightningTower,+,Increase Lightning Tower Attack,%,0.005|0.009|0.0125,
rune_ability_3011_0,buildingAttackModifier_elementalFlakDark,+,Increase Dark Flak Tower Attack,%,0.005|0.009|0.0125,
rune_ability_3012_0,buildingAttackModifier_fireTurret,+,Increase Fire Turret Attack,%,0.005|0.009|0.0125,
rune_ability_3013_0,buildingAttackModifier_iceTurret,+,Increase Ice Turret Attack,%,0.005|0.009|0.0125,
rune_ability_3014_0,buildingAttackModifier_elementalFlakFire,+,Increase Fire Flak Tower Attack,%,0.005|0.009|0.0125,
rune_ability_3015_0,buildingAttackModifier_elementalFlakIce,+,Increase Ice Flak Tower Attack,%,0.005|0.009|0.0125,
rune_ability_3016_0,buildingHPModifier_archerTower,+,Increase Archer Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3016_1,buildingAttackModifier_archerTower,+,Increase Archer Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3017_0,buildingHPModifier_cannonTower,+,Increase Cannon Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3017_1,buildingAttackModifier_cannonTower,+,Increase Cannon Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3018_0,buildingHPModifier_stormTower,+,Increase Storm Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3018_1,buildingAttackModifier_stormTower,+,Increase Storm Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3019_0,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3019_1,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3020_0,buildingHPModifier_mageBlueTower,+,Increase Blue Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3020_1,buildingHPModifier_mageTower,+,Increase Red Mage Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3021_0,buildingHPModifier_trebuchet,+,Increase Trebuchet Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3021_1,buildingAttackModifier_trebuchet,+,Increase Trebuchet Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3022_0,buildingHPModifier_lightningTower,+,Increase Lightning Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3022_1,buildingAttackModifier_lightningTower,+,Increase Lightning Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3023_0,buildingHPModifier_elementalFlakDark,+,Increase Dark Flak Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3023_1,attacksPerSecondBuildingModifier_elementalFlakDark,+,Increase Dark Flak Attack Speed,%,0.008|0.011|0.011|0.011,
rune_ability_3024_0,buildingHPModifier_fireTurret,+,Increase Fire Turret HP,%,0.01|0.013|0.017|0.02,
rune_ability_3024_1,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.008|0.011|0.011|0.011,
rune_ability_3025_0,buildingHPModifier_iceTurret,+,Increase Ice Turret HP,%,0.01|0.013|0.017|0.02,
rune_ability_3025_1,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.008|0.011|0.011|0.011,
rune_ability_3026_0,buildingHPModifier_elementalFlakFire,+,Increase Fire Flak Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3026_1,attacksPerSecondBuildingModifier_elementalFlakFire,+,Increase Fire Flak Attack Speed,%,0.008|0.011|0.011|0.011,
rune_ability_3027_0,buildingHPModifier_elementalFlakIce,+,Increase Ice Flak Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3027_1,attacksPerSecondBuildingModifier_elementalFlakIce,+,Increase Ice Flak Attack Speed,%,0.008|0.011|0.011|0.011,
rune_ability_3028_0,buildingAttackModifier_archerTower,+,Increase Archer Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3028_1,buildingHPModifier_archerTower,+,Increase Archer Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3029_0,buildingAttackModifier_cannonTower,+,Increase Cannon Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3029_1,buildingHPModifier_cannonTower,+,Increase Cannon Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3030_0,buildingAttackModifier_stormTower,+,Increase Storm Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3030_1,buildingHPModifier_stormTower,+,Increase Storm Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3031_0,buildingAttackModifier_trebuchet,+,Increase Trebuchet Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3031_1,buildingHPModifier_trebuchet,+,Increase Trebuchet Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3032_0,buildingAttackModifier_lightningTower,+,Increase Lightning Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3032_1,buildingHPModifier_lightningTower,+,Increase Lightning Tower HP,%,0.01|0.013|0.017|0.02,
rune_ability_3033_0,buildingAttackModifier_elementalFlakDark,+,Increase Dark Flak Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3033_1,attacksPerSecondBuildingModifier_elementalFlakDark,+,Increase Dark Flak Attack Speed,%,0.008|0.011|0.011|0.011,
rune_ability_3034_0,buildingAttackModifier_fireTurret,+,Increase Fire Turret Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3034_1,attacksPerSecondBuildingModifier_fireTurret,+,Increase Fire Turret Attack Speed,%,0.008|0.011|0.011|0.011,
rune_ability_3035_0,buildingAttackModifier_iceTurret,+,Increase Ice Turret Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3035_1,attacksPerSecondBuildingModifier_iceTurret,+,Increase Ice Turret Attack Speed,%,0.008|0.011|0.011|0.011,
rune_ability_3036_0,buildingAttackModifier_elementalFlakFire,+,Increase Fire Flak Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3036_1,attacksPerSecondBuildingModifier_elementalFlakFire,+,Increase Fire Flak Attack Speed,%,0.008|0.011|0.011|0.011,
rune_ability_3037_0,buildingAttackModifier_elementalFlakIce,+,Increase Ice Flak Tower Attack,%,0.01|0.013|0.017|0.02,
rune_ability_3037_1,attacksPerSecondBuildingModifier_elementalFlakIce,+,Increase Ice Flak Attack Speed,%,0.008|0.011|0.011|0.011,
rune_ability_3038_0,buildingHPModifier_archerTower,+,Increase Archer Tower HP,%,0.01|0.015|0.02|0.025|0.03,
